Loop 1
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:40:48,684 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
DEBUG flwr 2024-03-20 02:47:03,326 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:03,327 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:03,460 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:03,498 | server.py:125 | fit progress: (4, 0.8349960947712947, {'accuracy': 0.5973}, 9.319540520897135)
DEBUG flwr 2024-03-20 02:47:03,500 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:03,675 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:03,676 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:03,815 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:03,852 | server.py:125 | fit progress: (5, 0.8340548349067989, {'accuracy': 0.5926}, 9.673757301992737)
DEBUG flwr 2024-03-20 02:47:03,855 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,026 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:04,027 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,161 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:04,191 | server.py:125 | fit progress: (6, 0.8282393394970119, {'accuracy': 0.6015}, 10.012515231966972)
DEBUG flwr 2024-03-20 02:47:04,191 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,379 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:04,380 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,517 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:04,557 | server.py:125 | fit progress: (7, 0.8326445480541208, {'accuracy': 0.5976}, 10.379123642924242)
DEBUG flwr 2024-03-20 02:47:04,559 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,729 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:04,730 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:04,863 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:04,905 | server.py:125 | fit progress: (8, 0.8250791584750871, {'accuracy': 0.6041}, 10.726220169919543)
DEBUG flwr 2024-03-20 02:47:04,908 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:05,078 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:05,078 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:05,212 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:05,234 | server.py:125 | fit progress: (9, 0.8315271337872011, {'accuracy': 0.5971}, 11.055612554890104)
DEBUG flwr 2024-03-20 02:47:05,234 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:05,402 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:47:05,402 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:05,535 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:05,573 | server.py:125 | fit progress: (10, 0.8228472642981018, {'accuracy': 0.6041}, 11.394660862977616)
DEBUG flwr 2024-03-20 02:47:05,576 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:47:05,740 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:47:05,740 | server.py:153 | FL finished in 11.561873506987467
INFO flwr 2024-03-20 02:47:05,741 | app.py:226 | app_fit: losses_distributed [(1, 0.956750864982605), (2, 0.9147265088558197), (3, 0.9541687130928039), (4, 0.8411198759078979), (5, 0.8435080456733703), (6, 0.8345914578437805), (7, 0.8404414427280426), (8, 0.8337694334983826), (9, 0.838512282371521), (10, 0.8324051082134247)]
INFO flwr 2024-03-20 02:47:05,741 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:47:05,741 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:47:05,741 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.93548566535061), (2, 0.9076332495133398), (3, 0.9279829623337873), (4, 0.8349960947712947), (5, 0.8340548349067989), (6, 0.8282393394970119), (7, 0.8326445480541208), (8, 0.8250791584750871), (9, 0.8315271337872011), (10, 0.8228472642981018)]
INFO flwr 2024-03-20 02:47:05,741 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5547), (2, 0.5509), (3, 0.6168), (4, 0.5973), (5, 0.5926), (6, 0.6015), (7, 0.5976), (8, 0.6041), (9, 0.5971), (10, 0.6041)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 5
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:47:11,052 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:47:11,074 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:47:11,074 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:47:11,074 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:48:29,555 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:48:29,555 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:48:29,577 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:48:29,577 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:48:36,947 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:36,961 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:48:36,963 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:48:36,986 | server.py:125 | fit progress: (1, 0.9490572196822566, {'accuracy': 0.5798}, 7.408742956933565)
DEBUG flwr 2024-03-20 02:48:36,987 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:37,565 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:48:37,565 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:48:37,565 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:37,822 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:37,861 | server.py:125 | fit progress: (2, 0.8803943986558794, {'accuracy': 0.5701}, 8.283959641004913)
DEBUG flwr 2024-03-20 02:48:37,864 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,057 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:38,058 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,201 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:38,239 | server.py:125 | fit progress: (3, 0.8440355966464332, {'accuracy': 0.5911}, 8.66234864492435)
DEBUG flwr 2024-03-20 02:48:38,243 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,422 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:38,423 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,558 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:38,580 | server.py:125 | fit progress: (4, 0.8416669377321683, {'accuracy': 0.5942}, 9.00336089299526)
DEBUG flwr 2024-03-20 02:48:38,581 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,751 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:38,752 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:38,887 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:38,925 | server.py:125 | fit progress: (5, 0.8357168471663261, {'accuracy': 0.5978}, 9.348043676000088)
DEBUG flwr 2024-03-20 02:48:38,927 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,095 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:39,096 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,229 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:39,268 | server.py:125 | fit progress: (6, 0.8320744950753532, {'accuracy': 0.5994}, 9.691404006909579)
DEBUG flwr 2024-03-20 02:48:39,270 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,449 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:39,449 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,580 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:39,602 | server.py:125 | fit progress: (7, 0.8338891249079735, {'accuracy': 0.5959}, 10.0247154670069)
DEBUG flwr 2024-03-20 02:48:39,602 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,768 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:39,768 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:39,901 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:39,943 | server.py:125 | fit progress: (8, 0.8278995312388099, {'accuracy': 0.6012}, 10.366367994924076)
DEBUG flwr 2024-03-20 02:48:39,945 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:40,108 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:40,108 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:40,239 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:40,277 | server.py:125 | fit progress: (9, 0.8319558829454258, {'accuracy': 0.5972}, 10.699675489915535)
DEBUG flwr 2024-03-20 02:48:40,280 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:40,449 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:48:40,449 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:40,580 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:40,620 | server.py:125 | fit progress: (10, 0.8242346168541913, {'accuracy': 0.6018}, 11.042888525989838)
DEBUG flwr 2024-03-20 02:48:40,621 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:48:40,786 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:48:40,787 | server.py:153 | FL finished in 11.20975155592896
INFO flwr 2024-03-20 02:48:40,787 | app.py:226 | app_fit: losses_distributed [(1, 0.9538372004032135), (2, 0.8954313933849335), (3, 0.8535996854305268), (4, 0.8453869295120239), (5, 0.8303007102012634), (6, 0.8480227375030518), (7, 0.8343965995311737), (8, 0.8450841498374939), (9, 0.8498627138137818), (10, 0.8252318727970124)]
INFO flwr 2024-03-20 02:48:40,787 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:48:40,787 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:48:40,787 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9490572196822566), (2, 0.8803943986558794), (3, 0.8440355966464332), (4, 0.8416669377321683), (5, 0.8357168471663261), (6, 0.8320744950753532), (7, 0.8338891249079735), (8, 0.8278995312388099), (9, 0.8319558829454258), (10, 0.8242346168541913)]
INFO flwr 2024-03-20 02:48:40,788 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5798), (2, 0.5701), (3, 0.5911), (4, 0.5942), (5, 0.5978), (6, 0.5994), (7, 0.5959), (8, 0.6012), (9, 0.5972), (10, 0.6018)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 6
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:48:46,089 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:48:46,098 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:48:46,099 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:48:46,099 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:50:04,812 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:50:04,812 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:50:04,834 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:50:04,835 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:50:12,272 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:12,291 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:50:12,292 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:50:12,317 | server.py:125 | fit progress: (1, 0.9442010238338359, {'accuracy': 0.5672}, 7.481679494027048)
DEBUG flwr 2024-03-20 02:50:12,320 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:12,892 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:50:12,892 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:50:12,892 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:13,070 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:13,108 | server.py:125 | fit progress: (2, 0.9221544722271141, {'accuracy': 0.545}, 8.27296162606217)
DEBUG flwr 2024-03-20 02:50:13,111 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:13,296 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:13,297 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:13,437 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:13,474 | server.py:125 | fit progress: (3, 0.8606211579797793, {'accuracy': 0.5922}, 8.638531256001443)
DEBUG flwr 2024-03-20 02:50:13,477 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:13,675 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:13,675 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:13,825 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:13,853 | server.py:125 | fit progress: (4, 0.8345453690061928, {'accuracy': 0.6005}, 9.01842541701626)
DEBUG flwr 2024-03-20 02:50:13,854 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,028 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:14,029 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,162 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:14,197 | server.py:125 | fit progress: (5, 0.8441928061107549, {'accuracy': 0.593}, 9.361867291037925)
DEBUG flwr 2024-03-20 02:50:14,203 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,375 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:14,376 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,510 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:14,549 | server.py:125 | fit progress: (6, 0.8269752587839317, {'accuracy': 0.6015}, 9.714254376012832)
DEBUG flwr 2024-03-20 02:50:14,550 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,726 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:14,727 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:14,855 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:14,883 | server.py:125 | fit progress: (7, 0.8394631600616478, {'accuracy': 0.594}, 10.047523846034892)
DEBUG flwr 2024-03-20 02:50:14,883 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,044 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:15,044 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,180 | server.py:236 | fit_round 8 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:15,203 | server.py:125 | fit progress: (8, 0.8240175859725021, {'accuracy': 0.6046}, 10.368002295028418)
DEBUG flwr 2024-03-20 02:50:15,204 | server.py:173 | evaluate_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,375 | server.py:187 | evaluate_round 8 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:15,376 | server.py:222 | fit_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,510 | server.py:236 | fit_round 9 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:15,554 | server.py:125 | fit progress: (9, 0.8339429868762647, {'accuracy': 0.5971}, 10.718644140986726)
DEBUG flwr 2024-03-20 02:50:15,558 | server.py:173 | evaluate_round 9: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,737 | server.py:187 | evaluate_round 9 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:50:15,738 | server.py:222 | fit_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:15,870 | server.py:236 | fit_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:15,907 | server.py:125 | fit progress: (10, 0.8231859515168284, {'accuracy': 0.605}, 11.072331525036134)
DEBUG flwr 2024-03-20 02:50:15,910 | server.py:173 | evaluate_round 10: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:50:16,078 | server.py:187 | evaluate_round 10 received 50 results and 0 failures
INFO flwr 2024-03-20 02:50:16,079 | server.py:153 | FL finished in 11.243642901070416
INFO flwr 2024-03-20 02:50:16,079 | app.py:226 | app_fit: losses_distributed [(1, 0.9509811007976532), (2, 0.9263209748268127), (3, 0.8628971946239471), (4, 0.8460258758068084), (5, 0.8474778068065644), (6, 0.8297628343105317), (7, 0.8339251399040222), (8, 0.8317975902557373), (9, 0.8396622490882873), (10, 0.8222753036022187)]
INFO flwr 2024-03-20 02:50:16,079 | app.py:227 | app_fit: metrics_distributed_fit {}
INFO flwr 2024-03-20 02:50:16,079 | app.py:228 | app_fit: metrics_distributed {}
INFO flwr 2024-03-20 02:50:16,079 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9442010238338359), (2, 0.9221544722271141), (3, 0.8606211579797793), (4, 0.8345453690061928), (5, 0.8441928061107549), (6, 0.8269752587839317), (7, 0.8394631600616478), (8, 0.8240175859725021), (9, 0.8339429868762647), (10, 0.8231859515168284)]
INFO flwr 2024-03-20 02:50:16,080 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5672), (2, 0.545), (3, 0.5922), (4, 0.6005), (5, 0.593), (6, 0.6015), (7, 0.594), (8, 0.6046), (9, 0.5971), (10, 0.605)]}
/home/zahil_c/flower-federated-logistic-regression/venv/lib/python3.11/site-packages/sklearn/base.py:432: UserWarning: X has feature names, but LogisticRegression was fitted without feature names
  warnings.warn(
Loop 7
Starting FedTrimmedAvg server
INFO flwr 2024-03-20 02:50:21,362 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
INFO flwr 2024-03-20 02:50:21,390 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
INFO flwr 2024-03-20 02:50:21,390 | server.py:89 | Initializing global parameters
INFO flwr 2024-03-20 02:50:21,390 | server.py:276 | Requesting initial parameters from one random client
INFO flwr 2024-03-20 02:51:42,353 | server.py:280 | Received initial parameters from one random client
INFO flwr 2024-03-20 02:51:42,353 | server.py:91 | Evaluating initial parameters
INFO flwr 2024-03-20 02:51:42,375 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
INFO flwr 2024-03-20 02:51:42,375 | server.py:104 | FL starting
DEBUG flwr 2024-03-20 02:51:47,476 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:47,493 | server.py:236 | fit_round 1 received 2 results and 0 failures
WARNING flwr 2024-03-20 02:51:47,494 | fedtrimmedavg.py:142 | No fit_metrics_aggregation_fn provided
INFO flwr 2024-03-20 02:51:47,510 | server.py:125 | fit progress: (1, 0.9528674679210221, {'accuracy': 0.5575}, 5.134156864951365)
DEBUG flwr 2024-03-20 02:51:47,511 | server.py:173 | evaluate_round 1: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:48,221 | server.py:187 | evaluate_round 1 received 50 results and 0 failures
WARNING flwr 2024-03-20 02:51:48,221 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
DEBUG flwr 2024-03-20 02:51:48,221 | server.py:222 | fit_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:48,451 | server.py:236 | fit_round 2 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:48,473 | server.py:125 | fit progress: (2, 0.9084776709370224, {'accuracy': 0.5491}, 6.097700185957365)
DEBUG flwr 2024-03-20 02:51:48,474 | server.py:173 | evaluate_round 2: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:48,677 | server.py:187 | evaluate_round 2 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:48,678 | server.py:222 | fit_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:48,818 | server.py:236 | fit_round 3 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:48,857 | server.py:125 | fit progress: (3, 0.8549948024083753, {'accuracy': 0.5949}, 6.481062912964262)
DEBUG flwr 2024-03-20 02:51:48,860 | server.py:173 | evaluate_round 3: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,047 | server.py:187 | evaluate_round 3 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:49,047 | server.py:222 | fit_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,189 | server.py:236 | fit_round 4 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:49,227 | server.py:125 | fit progress: (4, 0.8343447540947454, {'accuracy': 0.6006}, 6.851331029902212)
DEBUG flwr 2024-03-20 02:51:49,230 | server.py:173 | evaluate_round 4: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,404 | server.py:187 | evaluate_round 4 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:49,405 | server.py:222 | fit_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,540 | server.py:236 | fit_round 5 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:49,563 | server.py:125 | fit progress: (5, 0.8417105861991636, {'accuracy': 0.5931}, 7.187416460015811)
DEBUG flwr 2024-03-20 02:51:49,563 | server.py:173 | evaluate_round 5: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,727 | server.py:187 | evaluate_round 5 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:49,728 | server.py:222 | fit_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:49,863 | server.py:236 | fit_round 6 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:49,902 | server.py:125 | fit progress: (6, 0.8282577991313761, {'accuracy': 0.6054}, 7.526173467980698)
DEBUG flwr 2024-03-20 02:51:49,905 | server.py:173 | evaluate_round 6: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,079 | server.py:187 | evaluate_round 6 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:50,079 | server.py:222 | fit_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,213 | server.py:236 | fit_round 7 received 50 results and 0 failures
INFO flwr 2024-03-20 02:51:50,252 | server.py:125 | fit progress: (7, 0.8354923106490986, {'accuracy': 0.5952}, 7.876534910988994)
DEBUG flwr 2024-03-20 02:51:50,255 | server.py:173 | evaluate_round 7: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,421 | server.py:187 | evaluate_round 7 received 50 results and 0 failures
DEBUG flwr 2024-03-20 02:51:50,422 | server.py:222 | fit_round 8: strategy sampled 50 clients (out of 100)
DEBUG flwr 2024-03-20 02:51:50,553 | server.py:236 | fit_round 8 received 50 results and 0 failures
