FedKrum Server | INFO flwr 2024-04-02 10:51:48,519 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:05:27,107 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:05:27,107 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:08:18,224 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:08:18,225 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:08:18,260 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:08:18,264 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:09:17,416 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:17,769 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:09:17,771 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:09:17,798 | server.py:125 | fit progress: (1, 0.9677182890218766, {'accuracy': 0.5649}, 59.532825079979375)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:17,802 | server.py:173 | evaluate_round 1: strategy sampled 104 clients (out of 104)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:23,287 | server.py:187 | evaluate_round 1 received 104 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:09:23,288 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:09:23,288 | server.py:222 | fit_round 2: strategy sampled 170 clients (out of 170)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:24,875 | server.py:236 | fit_round 2 received 170 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:25,147 | server.py:125 | fit progress: (2, 1.0038898980396898, {'accuracy': 0.5248}, 66.88160102302209)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:25,149 | server.py:173 | evaluate_round 2: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:26,755 | server.py:187 | evaluate_round 2 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:26,756 | server.py:222 | fit_round 3: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:27,405 | server.py:236 | fit_round 3 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:27,718 | server.py:125 | fit progress: (3, 0.9961167265223292, {'accuracy': 0.5895}, 69.4534785230644)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:27,720 | server.py:173 | evaluate_round 3: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:28,541 | server.py:187 | evaluate_round 3 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:28,542 | server.py:222 | fit_round 4: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:29,182 | server.py:236 | fit_round 4 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:29,443 | server.py:125 | fit progress: (4, 0.9937139032789957, {'accuracy': 0.516}, 71.17836742312647)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:29,445 | server.py:173 | evaluate_round 4: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:30,265 | server.py:187 | evaluate_round 4 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:30,266 | server.py:222 | fit_round 5: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:30,896 | server.py:236 | fit_round 5 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:31,233 | server.py:125 | fit progress: (5, 0.9779016030331602, {'accuracy': 0.5942}, 72.9684434379451)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:31,236 | server.py:173 | evaluate_round 5: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:32,049 | server.py:187 | evaluate_round 5 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:32,050 | server.py:222 | fit_round 6: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:32,685 | server.py:236 | fit_round 6 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:33,014 | server.py:125 | fit progress: (6, 1.0021202523860038, {'accuracy': 0.5203}, 74.74864069302566)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:33,018 | server.py:173 | evaluate_round 6: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:33,793 | server.py:187 | evaluate_round 6 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:33,794 | server.py:222 | fit_round 7: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:34,363 | server.py:236 | fit_round 7 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:34,708 | server.py:125 | fit progress: (7, 0.9734241881536378, {'accuracy': 0.5955}, 76.44304472510703)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:34,712 | server.py:173 | evaluate_round 7: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:35,473 | server.py:187 | evaluate_round 7 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:35,474 | server.py:222 | fit_round 8: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:36,053 | server.py:236 | fit_round 8 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:36,388 | server.py:125 | fit progress: (8, 0.852867245965417, {'accuracy': 0.5959}, 78.12317497516051)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:36,392 | server.py:173 | evaluate_round 8: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:37,174 | server.py:187 | evaluate_round 8 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:37,174 | server.py:222 | fit_round 9: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:37,754 | server.py:236 | fit_round 9 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:38,082 | server.py:125 | fit progress: (9, 0.8634442203859051, {'accuracy': 0.5989}, 79.8173578651622)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:38,085 | server.py:173 | evaluate_round 9: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:38,833 | server.py:187 | evaluate_round 9 received 191 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:09:38,834 | server.py:222 | fit_round 10: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:39,452 | server.py:236 | fit_round 10 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:39,793 | server.py:125 | fit progress: (10, 0.8450625961493717, {'accuracy': 0.5991}, 81.52768873097375)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:39,796 | server.py:173 | evaluate_round 10: strategy sampled 191 clients (out of 191)
FedKrum Server | DEBUG flwr 2024-04-02 11:09:40,551 | server.py:187 | evaluate_round 10 received 191 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:09:40,551 | server.py:153 | FL finished in 82.28641633898951
FedKrum Server | INFO flwr 2024-04-02 11:09:40,552 | app.py:226 | app_fit: losses_distributed [(1, 0.9894570249777573), (2, 1.0210078041604225), (3, 1.0275363947084437), (4, 1.0100094310900303), (5, 1.0087397644657115), (6, 1.0203686521939581), (7, 1.0046065459076647), (8, 0.864340583379356), (9, 0.8786258575803947), (10, 0.8535375027132284)]
FedKrum Server | INFO flwr 2024-04-02 11:09:40,552 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:09:40,552 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:09:40,553 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9677182890218766), (2, 1.0038898980396898), (3, 0.9961167265223292), (4, 0.9937139032789957), (5, 0.9779016030331602), (6, 1.0021202523860038), (7, 0.9734241881536378), (8, 0.852867245965417), (9, 0.8634442203859051), (10, 0.8450625961493717)]
FedKrum Server | INFO flwr 2024-04-02 11:09:40,553 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5649), (2, 0.5248), (3, 0.5895), (4, 0.516), (5, 0.5942), (6, 0.5203), (7, 0.5955), (8, 0.5959), (9, 0.5989), (10, 0.5991)]}
FedKrum Server | INFO flwr 2024-04-02 11:09:46,578 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:09:46,587 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:09:46,588 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:09:46,588 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:12:39,395 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:12:39,395 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:12:39,418 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:12:39,419 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:13:52,443 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:13:52,842 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:13:52,843 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:13:52,858 | server.py:125 | fit progress: (1, 0.9377216819762921, {'accuracy': 0.5646}, 73.43810773082078)
FedKrum Server | DEBUG flwr 2024-04-02 11:13:52,859 | server.py:173 | evaluate_round 1: strategy sampled 105 clients (out of 105)
FedKrum Server | DEBUG flwr 2024-04-02 11:13:57,768 | server.py:187 | evaluate_round 1 received 105 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:13:57,768 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:13:57,769 | server.py:222 | fit_round 2: strategy sampled 174 clients (out of 174)
FedKrum Server | DEBUG flwr 2024-04-02 11:13:59,212 | server.py:236 | fit_round 2 received 174 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:13:59,483 | server.py:125 | fit progress: (2, 1.0237697073720697, {'accuracy': 0.52}, 80.0625623059459)
FedKrum Server | DEBUG flwr 2024-04-02 11:13:59,486 | server.py:173 | evaluate_round 2: strategy sampled 187 clients (out of 187)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:00,553 | server.py:187 | evaluate_round 2 received 187 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:00,553 | server.py:222 | fit_round 3: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:01,196 | server.py:236 | fit_round 3 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:01,495 | server.py:125 | fit progress: (3, 0.9485105037135986, {'accuracy': 0.5936}, 82.07424464798532)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:01,496 | server.py:173 | evaluate_round 3: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:02,296 | server.py:187 | evaluate_round 3 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:02,296 | server.py:222 | fit_round 4: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:02,940 | server.py:236 | fit_round 4 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:03,212 | server.py:125 | fit progress: (4, 0.8586831767588934, {'accuracy': 0.5807}, 83.79199210600927)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:03,213 | server.py:173 | evaluate_round 4: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:04,001 | server.py:187 | evaluate_round 4 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:04,003 | server.py:222 | fit_round 5: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:04,634 | server.py:236 | fit_round 5 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:04,947 | server.py:125 | fit progress: (5, 0.8620336947655142, {'accuracy': 0.5985}, 85.52638253290206)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:04,949 | server.py:173 | evaluate_round 5: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:05,740 | server.py:187 | evaluate_round 5 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:05,741 | server.py:222 | fit_round 6: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:06,372 | server.py:236 | fit_round 6 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:06,650 | server.py:125 | fit progress: (6, 0.8479513757558717, {'accuracy': 0.5889}, 87.22923007095233)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:06,654 | server.py:173 | evaluate_round 6: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:07,458 | server.py:187 | evaluate_round 6 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:07,459 | server.py:222 | fit_round 7: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:08,069 | server.py:236 | fit_round 7 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:08,398 | server.py:125 | fit progress: (7, 0.8505303348343259, {'accuracy': 0.5954}, 88.97793619497679)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:08,400 | server.py:173 | evaluate_round 7: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:09,189 | server.py:187 | evaluate_round 7 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:09,190 | server.py:222 | fit_round 8: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:09,821 | server.py:236 | fit_round 8 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:10,146 | server.py:125 | fit progress: (8, 0.8484196408081159, {'accuracy': 0.587}, 90.72553872782737)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:10,149 | server.py:173 | evaluate_round 8: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:10,939 | server.py:187 | evaluate_round 8 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:10,940 | server.py:222 | fit_round 9: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:11,570 | server.py:236 | fit_round 9 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:11,742 | server.py:125 | fit progress: (9, 0.8553100070224087, {'accuracy': 0.5976}, 92.32200635992922)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:11,744 | server.py:173 | evaluate_round 9: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:12,725 | server.py:187 | evaluate_round 9 received 188 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:14:12,726 | server.py:222 | fit_round 10: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:13,332 | server.py:236 | fit_round 10 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:13,640 | server.py:125 | fit progress: (10, 0.8460749061602639, {'accuracy': 0.5898}, 94.21948447893374)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:13,642 | server.py:173 | evaluate_round 10: strategy sampled 188 clients (out of 188)
FedKrum Server | DEBUG flwr 2024-04-02 11:14:14,420 | server.py:187 | evaluate_round 10 received 188 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:14:14,420 | server.py:153 | FL finished in 94.99998551886529
FedKrum Server | INFO flwr 2024-04-02 11:14:14,421 | app.py:226 | app_fit: losses_distributed [(1, 0.9465741009939285), (2, 1.0398964285850525), (3, 0.963153119416947), (4, 0.8570742264707037), (5, 0.8662032355019387), (6, 0.8478418816911414), (7, 0.8505269625085465), (8, 0.8476338059978282), (9, 0.8580799280328953), (10, 0.8459976854476523)]
FedKrum Server | INFO flwr 2024-04-02 11:14:14,421 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:14:14,421 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:14:14,421 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9377216819762921), (2, 1.0237697073720697), (3, 0.9485105037135986), (4, 0.8586831767588934), (5, 0.8620336947655142), (6, 0.8479513757558717), (7, 0.8505303348343259), (8, 0.8484196408081159), (9, 0.8553100070224087), (10, 0.8460749061602639)]
FedKrum Server | INFO flwr 2024-04-02 11:14:14,422 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5646), (2, 0.52), (3, 0.5936), (4, 0.5807), (5, 0.5985), (6, 0.5889), (7, 0.5954), (8, 0.587), (9, 0.5976), (10, 0.5898)]}
FedKrum Server | INFO flwr 2024-04-02 11:14:20,049 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:14:20,059 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:14:20,059 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:14:20,059 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:17:13,763 | server.py:280 | Received initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:17:13,763 | server.py:91 | Evaluating initial parameters
FedKrum Server | INFO flwr 2024-04-02 11:17:13,799 | server.py:94 | initial parameters (loss, other metrics): 1.0986122886681096, {'accuracy': 0.2894}
FedKrum Server | INFO flwr 2024-04-02 11:17:13,803 | server.py:104 | FL starting
FedKrum Server | DEBUG flwr 2024-04-02 11:19:07,302 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:07,750 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:19:07,751 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:19:07,768 | server.py:125 | fit progress: (1, 0.9367380284959052, {'accuracy': 0.5379}, 113.96363324602135)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:07,769 | server.py:173 | evaluate_round 1: strategy sampled 118 clients (out of 118)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:13,027 | server.py:187 | evaluate_round 1 received 118 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:19:13,027 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:19:13,028 | server.py:222 | fit_round 2: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:14,071 | server.py:236 | fit_round 2 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:14,367 | server.py:125 | fit progress: (2, 0.9923555729193139, {'accuracy': 0.5848}, 120.56303481198847)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:14,372 | server.py:173 | evaluate_round 2: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:15,155 | server.py:187 | evaluate_round 2 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:15,155 | server.py:222 | fit_round 3: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:15,745 | server.py:236 | fit_round 3 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:16,030 | server.py:125 | fit progress: (3, 0.981486635924791, {'accuracy': 0.5184}, 122.22554052108899)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:16,032 | server.py:173 | evaluate_round 3: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:16,776 | server.py:187 | evaluate_round 3 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:16,776 | server.py:222 | fit_round 4: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:17,359 | server.py:236 | fit_round 4 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:17,744 | server.py:125 | fit progress: (4, 0.995519459090177, {'accuracy': 0.5911}, 123.93981675500982)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:17,748 | server.py:173 | evaluate_round 4: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:18,493 | server.py:187 | evaluate_round 4 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:18,494 | server.py:222 | fit_round 5: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:19,073 | server.py:236 | fit_round 5 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:19,374 | server.py:125 | fit progress: (5, 0.9691364979073566, {'accuracy': 0.5314}, 125.56985244504176)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:19,377 | server.py:173 | evaluate_round 5: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:20,115 | server.py:187 | evaluate_round 5 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:20,116 | server.py:222 | fit_round 6: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:20,663 | server.py:236 | fit_round 6 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:20,972 | server.py:125 | fit progress: (6, 1.007841087860284, {'accuracy': 0.5909}, 127.16803596098907)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:20,977 | server.py:173 | evaluate_round 6: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:21,711 | server.py:187 | evaluate_round 6 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:21,712 | server.py:222 | fit_round 7: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:22,249 | server.py:236 | fit_round 7 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:22,557 | server.py:125 | fit progress: (7, 0.9584727282646878, {'accuracy': 0.5373}, 128.75297404197045)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:22,559 | server.py:173 | evaluate_round 7: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:23,302 | server.py:187 | evaluate_round 7 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:23,303 | server.py:222 | fit_round 8: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:23,875 | server.py:236 | fit_round 8 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:24,126 | server.py:125 | fit progress: (8, 1.0219756382886518, {'accuracy': 0.5899}, 130.32123116310686)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:24,130 | server.py:173 | evaluate_round 8: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:24,883 | server.py:187 | evaluate_round 8 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:24,884 | server.py:222 | fit_round 9: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:25,429 | server.py:236 | fit_round 9 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:25,737 | server.py:125 | fit progress: (9, 0.960265624934142, {'accuracy': 0.5379}, 131.9329278001096)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:25,741 | server.py:173 | evaluate_round 9: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:26,483 | server.py:187 | evaluate_round 9 received 180 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:19:26,483 | server.py:222 | fit_round 10: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:27,023 | server.py:236 | fit_round 10 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:27,182 | server.py:125 | fit progress: (10, 1.0300306777175487, {'accuracy': 0.5897}, 133.37818560400046)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:27,183 | server.py:173 | evaluate_round 10: strategy sampled 180 clients (out of 180)
FedKrum Server | DEBUG flwr 2024-04-02 11:19:27,910 | server.py:187 | evaluate_round 10 received 180 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:19:27,912 | server.py:153 | FL finished in 134.10795024898835
FedKrum Server | INFO flwr 2024-04-02 11:19:27,914 | app.py:226 | app_fit: losses_distributed [(1, 0.9554128606440657), (2, 1.023477664589882), (3, 0.9939630505111482), (4, 1.0099160863293541), (5, 0.9863557620180978), (6, 1.0183974352147844), (7, 0.9800542404254278), (8, 1.030978304809994), (9, 0.984345879819658), (10, 1.0379038787550396)]
FedKrum Server | INFO flwr 2024-04-02 11:19:27,915 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:19:27,916 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:19:27,917 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9367380284959052), (2, 0.9923555729193139), (3, 0.981486635924791), (4, 0.995519459090177), (5, 0.9691364979073566), (6, 1.007841087860284), (7, 0.9584727282646878), (8, 1.0219756382886518), (9, 0.960265624934142), (10, 1.0300306777175487)]
FedKrum Server | INFO flwr 2024-04-02 11:19:27,919 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5379), (2, 0.5848), (3, 0.5184), (4, 0.5911), (5, 0.5314), (6, 0.5909), (7, 0.5373), (8, 0.5899), (9, 0.5379), (10, 0.5897)]}
FedKrum Server | INFO flwr 2024-04-02 11:19:33,771 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | INFO flwr 2024-04-02 11:19:33,795 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FedKrum Server | INFO flwr 2024-04-02 11:19:33,795 | server.py:89 | Initializing global parameters
FedKrum Server | INFO flwr 2024-04-02 11:19:33,795 | server.py:276 | Requesting initial parameters from one random client
FedKrum Server | INFO flwr 2024-04-02 11:23:40,404 | server.py:280 | Received initial parameters from one random client
